Textbox3,ExecutionTime
8/21/2023 5:00:04 AM,8/24/2023 5:38:47 PM

MandantenName,FilialKennung,GeraeteName,GeraeteBaujahr,GeraeteSeriennummer,GeraeteIPAdresse,GeraeteFirmware,GeraeteLastConnectionDatum,Textbox15
WAR,1524,1524_WAR_Augustow_1_E64S_IS600e,2018,10374512,197.75.106.200,"19.01.3856 , 19.1.3856",8/24/2023 12:02:28 PM,Verbindung ok
SZC,1322,1322_SZC_Goleniow_1_E3S_WTouch,2021,10441645,197.70.162.200:8323/https://wiesheu-top.local,"21.2.0-811 , 19.2.17",8/24/2023 8:43:22 AM,Verbindung ok
WAR,1724,1724_WAR_Warszwa_1_E64S_IS600e,2019,10405673,197.80.154.200,"18.04.3839 , 18.4.3839",8/24/2023 12:04:13 PM,Verbindung ok
LOD,1880,1880_LOD_Lodz_4_E64L_IS600e,2020,10420186,197.86.250.203,"19.01.3856 , 19.1.3856",8/24/2023 12:46:05 PM,Verbindung ok
WAR,1996,1996_WAR_Lesznowola_2_E3L_WTouch,2020,10434002,197.87.234.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 11:05:38 AM,Verbindung ok
GDA,1258,1258_GDA_Gdansk _3_E3S_WTouch,2021,10443337,197.69.58.201:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:43:22 AM,Verbindung ok
WRO,1501,1501_WRO_WoLow_2_E64L_IS600e,2018,10373925,197.74.210.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:05 PM,Verbindung ok
KAT,1600,1600_KAT_Zabrze_1_E64S_IS600e,2019,10394819,197.77.130.200,"19.01.3856 , 19.1.3856",8/24/2023 12:04:13 PM,Verbindung ok
WRO,1016,1016_WRO_Lubin_3_E3S_WTouch,2021,10443482,197.64.50.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:43:22 AM,Verbindung ok
GDA,1701,1701_GDA_Olsztyn_2_E64L_IS600e,2018,10391085,197.84.202.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:05 PM,Keine Verbindung
KAT,2010,2010_KAT_Czestochowa_2_E64L_IS600e,2020,10430452,197.87.146.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:05 PM,Verbindung ok
LOD,2039,2039_LOD_Rzgow_2_E64L_IS600e,2020,10429187,197.87.138.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:06 PM,Verbindung ok
GDA,1601,1601_GDA_Straszyn_4_E3L_WTouch,2021,10443023,197.77.138.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:05:38 AM,Verbindung ok
KAT,1669,1669_KAT_Knurow_3_E3S_WTouch,2021,10443481,197.79.58.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:46:39 AM,Verbindung ok
WAR,1453,1453_WAR_Warszawa_4_E3L_WTouch,2021,10441576,197.73.154.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 11:05:38 AM,Verbindung ok
KAT,1194,1194_KAT_Bytom_1_E64S_IS600e,2017,10347676,197.68.26.200,"19.01.3856 , 19.1.3856",8/24/2023 12:04:13 PM,Verbindung ok
KAT,1410,1410_KAT_Pszczyna_2_E64L_IS600e,2017,10349670,197.72.130.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:52 PM,Verbindung ok
POZ,1523,1523_POZ_Wschowa_3_E64S_IS600e,2018,10372156,197.75.98.202,"19.01.3856 , 19.1.3856",8/24/2023 12:04:13 PM,Verbindung ok
BYD,1416,1416_BYD_CheLmZa_1_E3S_WTouch,2021,10439039,197.72.162.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.1.0",8/24/2023 8:46:39 AM,Verbindung ok
KRA,1605,1605_KRA_Zakopane_1_E64S_IS600e,2017,10351845,197.77.162.200,"19.01.3856 , 19.1.3856",8/24/2023 12:04:13 PM,Verbindung ok
WAR,1339,1339_WAR_Warszawa_6_E3L_WTouch,2021,NonSerial_0008,197.70.250.202:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.3.1",,Keine Verbindung
WAR,1413,1413_WAR_Siemiatycze_3_E64S_IS600e,2017,10338599,197.72.146.202,"19.01.3856 , 19.1.3856",8/24/2023 12:04:13 PM,Verbindung ok
WAR,1559,1559_WAR_Wegrow_1_E64S_IS600e,2017,10349963,197.76.82.200,"18.04.3839 , 18.4.3839",8/24/2023 12:04:13 PM,Verbindung ok
KAT,1643,1643_KAT_Opole_1_E64S_IS600e,2019,10395198,197.78.138.200,"19.01.3856 , 19.1.3856",8/24/2023 12:04:14 PM,Verbindung ok
BYD,1391,1391_BYD_InowrocLaw_4_E3L_WTouch,2021,10442526,197.72.34.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 11:05:38 AM,Verbindung ok
LUB,1373,1373_LUB_Lublin_4_E64L_IS600e,2019,10396476,197.71.178.203,"18.04.3839 , 18.4.3839",8/24/2023 12:46:52 PM,Verbindung ok
POZ,1523,1523_POZ_Wschowa_2_E64L_IS600e,2018,10391009,197.75.98.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:52 PM,Verbindung ok
SZC,1840,1840_SZC_Miedzyzdroje_2_E3L_WTouch,2021,10452632,197.82.226.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:05:38 AM,Seriennummer falsch
WAR,1431,1431_WAR_Makow Mazowiecki_2_E64L_IS600e,2018,10383180,197.73.18.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:52 PM,Verbindung ok
BYD,2159,2159_BYD_Wagrowiec_1_E3S_WTouch,2023,10488402,197.91.90.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:46:39 AM,Verbindung ok
WRO,1024,1024_WRO_Strzegom_1_E64S_IS600e,2016,10336325,197.64.114.200,"19.01.3856 , 19.1.3856",8/24/2023 12:04:15 PM,Verbindung ok
GDA,2112,2112_GDA_Barczewo_2_E3L_WTouch,2022,10478385,197.90.234.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 11:05:38 AM,Verbindung ok
GDA,1972,1972_GDA_Pelpin_2_E3L_WTouch,2021,10437327,197.88.146.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:05:38 AM,Verbindung ok
POZ,1270,1270_POZ_SzamotuLy_3_E64S_IS600e,2015,10309316,197.69.138.202,"22.01.3879 , 22.1.3879",8/24/2023 12:04:16 PM,Verbindung ok
SZC,1378,1378_SZC_Koszalin_3_E3S_WTouch,2021,10441495,197.71.210.201:8323/https://wiesheu-top.local,"21.2.0-811 , 19.2.17",8/24/2023 8:46:39 AM,Verbindung ok
GDA,1266,1266_GDA_Reda_1_E3S_WTouch,2021,10442763,197.69.114.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 19.2.17",8/24/2023 8:46:39 AM,Verbindung ok
KRA,1946,1946_KRA_Tarnow_3_E64S_IS600e,2018,10387775,197.85.162.202,"18.01.3740 , 18.1.3740",8/24/2023 12:05:43 PM,Verbindung ok
GDA,1670,1670_GDA_Sopot_2_E64L_IS600e,2018,10372013,197.79.66.201,"18.04.3839 , 18.4.3839",8/24/2023 12:46:52 PM,Verbindung ok
LOD,1002,1002_LOD_Turek_1_E3S_WTouch,2021,10439049,197.64.2.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 19.2.17",8/24/2023 8:46:39 AM,Verbindung ok
GDA,1514,1514_GDA_SLupsk_2_E64L_IS600e,2017,10347305,197.75.34.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:52 PM,Verbindung ok
KRA,1995,1995_KRA_Lesko_4_E64L_IS600e,2020,10426778,197.87.122.203,"19.01.3856 , 19.1.3856",8/24/2023 12:46:52 PM,Verbindung ok
KAT,2057,2057_KAT_Jedrzejow_3_E3S_WTouch,2021,10436558,197.87.242.201:8323/https://wiesheu-top.local,"21.6.0-1062 , 21.3.1",8/24/2023 8:46:40 AM,Verbindung ok
LUB,1482,1482_LUB_Lublin_1_E3S_WTouch,2021,10440517,197.74.82.200:8323/https://wiesheu-top.local,"21.1.96-758 , 21.1.0",8/24/2023 8:46:41 AM,Verbindung ok
WRO,1746,1746_WRO_Trzebnica_1_E64S_IS600e,2019,10410024,197.81.34.200,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
KAT,1123,1123_KAT_Dabrowa Gornicza_3_E64S_IS600e,2017,10347502,197.66.154.202,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
LOD,1811,1811_LOD_Lodz_3_E64S_IS600e,2017,10355943,197.82.98.202,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
WAR,1339,1339_WAR_Warszawa_3_E3S_WTouch,2021,10441149,197.70.250.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:46:42 AM,Seriennummer falsch
GDA,2008,2008_GDA_Braniewo_4_E64L_IS600e,2020,10425226,197.87.42.203,"19.01.3856 , 19.1.3856",8/24/2023 12:46:53 PM,Verbindung ok
WAR,1867,1867_WAR_Warszawa_2_E64L_IS600e,2017,10345058,197.83.18.201,"18.04.3839 , 18.4.3839",8/24/2023 12:46:54 PM,Verbindung ok
KAT,1542,1542_KAT_Olesno_2_E64L_IS600e,2018,10405223,197.75.234.201,"19.01.3856 , 19.1.3856",8/24/2023 12:46:56 PM,Verbindung ok
WAR,1527,1527_WAR_Warszawa_3_E3S_WTouch,2021,10441211,197.75.130.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:46:43 AM,Verbindung ok
BYD,1137,1137_BYD_Kwidzyn_2_E64L_IS600e,2018,10371428,197.66.226.201,"18.04.3839 , 18.4.3839",,Keine Verbindung
KAT,2097,2097_KAT_Sucha Beskidzka_1_E3S_WTouch,2021,NonSerial_0130,197.90.138.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",,Keine Verbindung
WRO,1425,1425_WRO_Gubin_3_E64S_IS600e,2017,10347667,197.72.234.202,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
WRO,1883,1883_WRO_Bielany WrocLawskie_1_E64S_IS600e,2018,10368054,197.83.210.200,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
KRA,2178,2178_KRA_Ropczyce_3_E3L_WTouch,2023,10489579,197.91.74.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
WRO,2166,2166_WRO_WrocLaw_1_E3S_WTouch,2023,10489631,197.91.106.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
WAR,1509,1509_WAR_Przasnysz_1_E64S_IS600e,2016,10341289,197.75.10.200,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
KAT,1888,1888_KAT_Oswiecim_1_E64S_IS600e,2016,10343480,197.83.50.200,"19.01.3856 , 19.1.3856",8/24/2023 12:05:43 PM,Verbindung ok
KAT,1986,1986_KAT_Katowice_3_E3S_WTouch,2021,10436537,197.88.154.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
WRO,1590,1590_WRO_Brzeg_4_E64L_IS600e,2016,10320839,197.77.58.203,"19.01.3856 , 19.1.3856",8/24/2023 12:47:47 PM,Verbindung ok
POZ,1270,1270_POZ_SzamotuLy_1_E64S_IS600e,2018,10372379,197.69.138.200,"22.01.3879 , 22.1.3879",8/24/2023 12:05:44 PM,Verbindung ok
KAT,1667,1667_KAT_MikoLow_4_E64L_IS600e,2015,10313365,197.79.42.203,"19.01.3856 , 19.1.3856",8/24/2023 12:47:47 PM,Verbindung ok
WRO,1845,1845_WRO_Legnica_2_E64L_IS600e,2017,10355894,197.82.250.201,"19.01.3856 , 19.1.3856",8/24/2023 12:47:47 PM,Verbindung ok
LOD,1993,1993_LOD_Lask_3_E64S_IS600e,2020,10428314,197.87.170.202,"19.01.3856 , 19.1.3856",8/24/2023 12:05:45 PM,Verbindung ok
BYD,1416,1416_BYD_CheLmZa_4_E3L_WTouch,2021,10439235,197.72.162.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 11:05:38 AM,Verbindung ok
WAR,1439,1439_WAR_WLodawa_3_E64S_IS600e,2018,10378791,197.73.66.202,,,Keine Verbindung
LUB,1295,1295_LUB_Krasnik_4_E64L_IS600e,2015,10396477,197.70.2.203,"18.04.3839 , 18.4.3839",8/24/2023 12:47:48 PM,Verbindung ok
WAR,2030,2030_WAR_Warka_2_E3L_WTouch,2022,10469645,197.89.74.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 11:08:40 AM,Verbindung ok
WRO,1059,1059_WRO_Zielona Gora_1_E3S_WTouch,2021,10444126,197.65.66.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
WAR,1089,1089_WAR_WoLomin_4_E3L_WTouch,2021,10441617,197.65.218.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Verbindung ok
LUB,1100,1100_LUB_Kielce_4_E64L_IS600e,2015,10349635,197.66.26.203,"18.04.3839 , 18.4.3839",8/24/2023 12:47:49 PM,Verbindung ok
GDA,2008,2008_GDA_Braniewo_2_E64L_IS600e,2020,10425228,197.87.42.201,"19.01.3856 , 19.1.3856",8/24/2023 12:47:50 PM,Verbindung ok
GDA,2008,2008_GDA_Braniewo_1_E64S_IS600e,2020,10425227,197.87.42.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:38 PM,Verbindung ok
STY,2125,2125_STY_Otrebusy_3_E3S_WTouch,2023,10496240,197.92.114.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
KAT,2113,2113_KAT_swierklaniec_2_E3L_WTouch,2023,10489588,197.91.98.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Seriennummer falsch
POZ,1773,1773_POZ_Poznan_2_E64L_IS600e,2018,10390992,197.84.162.201,"18.04.3839 , 18.4.3839",8/24/2023 12:47:50 PM,Verbindung ok
KAT,2157,2157_KAT_Bytom_2_E3L_WTouch,2023,10495148,197.91.194.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Verbindung ok
WAR,1304,1304_WAR_BiaLystok_1_E3S_WTouch,2021,10441542,197.70.50.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:49:43 AM,Verbindung ok
KAT,1669,1669_KAT_Knurow_2_E3L_WTouch,2021,10443747,197.79.58.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Verbindung ok
WRO,1673,1673_WRO_Nowa Sol_2_E64L_IS600e,2018,10374499,197.79.90.201,"19.01.3856 , 19.1.3856",8/24/2023 12:47:51 PM,Verbindung ok
WAR,1453,1453_WAR_Warszawa_2_E3L_WTouch,2021,10441565,197.73.154.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.1.0",8/24/2023 11:08:40 AM,Verbindung ok
GDA,1458,1458_GDA_Malbork_2_E3L_WTouch,2022,10418532,197.73.186.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Verbindung ok
GDA,1538,1538_GDA_Nowy Dwor Gdanski_1_E3S_WTouch,2021,10443098,197.75.202.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
KAT,1898,1898_KAT_WisLa_1_E64S_IS600e,2017,10363754,197.83.218.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:38 PM,Verbindung ok
WRO,2166,2166_WRO_WrocLaw_3_E3L_WTouch,2023,10489635,197.91.106.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:49:43 AM,Verbindung ok
SZC,1840,1840_SZC_Miedzyzdroje_3_E3S_WTouch,2021,NonSerial_0009,197.82.226.201:8323/https://wiesheu-top.local,"21.2.0-811 , 21.1.0",,Keine Verbindung
KAT,1551,1551_KAT_Czestochowa_4_E64L_IS600e,2016,10345324,197.76.42.203,"19.01.3856 , 19.1.3856",8/24/2023 12:47:53 PM,Verbindung ok
KRA,2178,2178_KRA_Ropczyce_4_E3S_WTouch,2023,10489576,197.91.74.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Verbindung ok
WAR,1920,1920_WAR_Zielonka_2_E3L_WTouch,2020,10433459,197.87.210.200:8323/https://wiesheu-bottom.local,"22.8.0-1572 , 22.3.1",8/24/2023 11:08:40 AM,Verbindung ok
KAT,2157,2157_KAT_Bytom_3_E3L_WTouch,2023,10495142,197.91.194.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:43 AM,Verbindung ok
GDA,1955,1955_GDA_Gdansk_4_E64L_IS600e,2020,10423053,197.87.58.203,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
KAT,2118,2118_KAT_Zawiercie_4_E3S_WTouch,2023,10485939,197.91.18.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:08:40 AM,Verbindung ok
GDA,1403,1403_GDA_WLadysLawowo_1_E3S_WTouch,2021,10440416,197.72.98.200:8323/https://wiesheu-top.local,"21.6.0-1062 , 19.2.17",8/24/2023 8:52:43 AM,Verbindung ok
KAT,1696,1696_KAT_Tychy_4_E3L_WTouch,2021,10442615,197.79.234.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:11:26 AM,Verbindung ok
WAR,1748,1748_WAR_Warszawa_4_E3L_WTouch,2021,10441201,197.81.50.201:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 11:11:26 AM,Verbindung ok
WRO,2133,2133_WRO_Rudno (Nowa Sol)_4_E3S_WTouch,2023,10495162,197.91.162.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:11:26 AM,Verbindung ok
POZ,1301,1301_POZ_Gniezno_3_E3S_WTouch,2021,10442514,197.70.34.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:43 AM,Verbindung ok
WAR,2016,2016_WAR_PLock_1_E64S_IS600e,2020,10423680,197.87.106.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:38 PM,Verbindung ok
POZ,1974,1974_POZ_Zalasewo_4_E64L_IS600e,2020,10421532,197.87.2.203,"18.03.3813 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
LUB,1989,1989_LUB_CheLm_1_E64S_IS600e,2020,10419502,197.86.114.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:38 PM,Verbindung ok
KAT,1187,1187_KAT_Tychy_3_E3S_WTouch,2021,10443008,197.67.242.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:43 AM,Verbindung ok
GDA,1831,1831_GDA_Elblag_4_E3L_WTouch,2021,10436513,197.88.74.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:11:26 AM,Verbindung ok
LOD,1561,1561_LOD_Lodz_2_E3L_WTouch,2021,10439223,197.76.98.200:8323/https://wiesheu-bottom.local,"20.4.0-653 , 19.2.17",8/23/2023 10:31:54 AM,Verbindung ok
BYD,1366,1366_BYD_PiLa_1_E64S_IS600e,2017,10360051,197.71.138.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:39 PM,Verbindung ok
WAR,1431,1431_WAR_Makow Mazowiecki_1_E64S_IS600e,2018,10383179,197.73.18.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:39 PM,Verbindung ok
KAT,1558,1558_KAT_Sosnowiec_2_E3L_WTouch,2021,10453371,197.76.74.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:11:26 AM,Verbindung ok
KAT,1199,1199_KAT_Kedzierzyn Kozle_2_E3L_WTouch,2021,10443909,197.68.50.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:11:26 AM,Verbindung ok
KRA,1602,1602_KRA_Krakow_1_E3S_WTouch,2021,10443051,197.77.146.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:43 AM,Verbindung ok
GDA,1309,1309_GDA_Gdansk _4_E64L_IS600e,2019,10395726,197.70.90.203,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
WAR,1748,1748_WAR_Warszawa_2_E3L_WTouch,2021,10440645,197.81.50.200:8323/https://wiesheu-bottom.local,"21.2.0-811 , 21.1.0",8/24/2023 11:11:26 AM,Verbindung ok
WRO,1856,1856_WRO_Kudowa Zdroj_2_E64L_IS600e,2018,10380663,197.84.58.201,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
LOD,2039,2039_LOD_Rzgow_4_E64L_IS600e,2020,10429183,197.87.138.203,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
KRA,1751,1751_KRA_Nowy Sacz_2_E3L_WTouch,2021,NonSerial_0096,197.81.74.200:8323/https://wiesheu-bottom.local,"21.6.0-1062 , 21.3.1",,Keine Verbindung
WAR,1431,1431_WAR_Makow Mazowiecki_4_E64L_IS600e,2018,10374155,197.73.18.203,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
KRA,1843,1843_KRA_NiepoLomice_4_E64L_IS600e,2016,10338473,197.82.242.203,"18.04.3839 , 18.4.3839",8/24/2023 12:48:22 PM,Verbindung ok
KRA,1605,1605_KRA_Zakopane_3_E64S_IS600e,2017,10349475,197.77.162.202,"19.01.3856 , 19.1.3856",8/24/2023 12:06:40 PM,Verbindung ok
KAT,1952,1952_KAT_Rybnik_4_E64L_IS600e,2018,10387983,197.84.130.203,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
GDA,2070,2070_GDA_Kosakowo_1_E3S_WTouch,2022,10476084,197.90.130.200:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:43 AM,Verbindung ok
GDA,2079,2079_GDA_Leba_3_E3S_WTouch,2022,10478558,197.90.186.201:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:44 AM,Verbindung ok
SZC,1656,1656_SZC_Szczecin_4_E64L_IS600e,2018,10392066,197.84.218.203,"18.04.3839 , 18.4.3839",8/24/2023 12:48:22 PM,Verbindung ok
KAT,1667,1667_KAT_MikoLow_3_E64S_IS600e,2015,10313364,197.79.42.202,"19.01.3856 , 19.1.3856",8/24/2023 12:06:41 PM,Verbindung ok
WRO,1151,1151_WRO_Rawicz_1_E64S_IS600e,2017,10349836,197.67.34.200,"19.01.3856 , 19.1.3856",8/24/2023 12:06:41 PM,Verbindung ok
BYD,1914,1914_BYD_Torun_3_E64S_IS600e,2018,10389658,197.84.170.202,"19.01.3856 , 19.1.3856",8/24/2023 12:07:43 PM,Verbindung ok
KAT,1187,1187_KAT_Tychy_2_E3L_WTouch,2021,10442788,197.67.242.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:11:26 AM,Verbindung ok
KAT,1861,1861_KAT_Bielsko - BiaLa_2_E64L_IS600e,2018,10392080,197.84.194.201,"19.01.3856 , 19.1.3856",8/24/2023 12:48:22 PM,Verbindung ok
BYD,1137,1137_BYD_Kwidzyn_3_E64S_IS600e,2018,10380528,197.66.226.202,"18.04.3839 , 18.4.3839",8/24/2023 12:07:43 PM,Verbindung ok
KAT,1940,1940_KAT_MysLowice_2_E64L_IS600e,2020,10426039,197.87.114.201,"19.01.3856 , 19.1.3856",8/24/2023 12:48:50 PM,Verbindung ok
KRA,2034,2034_KRA_Modylnica_4_E3L_WTouch,2020,10435303,197.88.98.201:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:14:58 AM,Verbindung ok
WRO,1221,1221_WRO_WrocLaw_5_E3S_WTouch,2021,10441021,197.68.138.202:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:45 AM,Verbindung ok
WRO,1253,1253_WRO_Brzeg_2_E64L_IS600e,2017,10349986,197.69.42.201,"19.01.3856 , 19.1.3856",8/24/2023 12:48:50 PM,Verbindung ok
POZ,1791,1791_POZ_Poznan_1_E64S_IS600e,2018,10370113,197.83.106.200,"18.04.3839 , 18.4.3839",8/24/2023 12:07:43 PM,Verbindung ok
LUB,1846,1846_LUB_Ostrowiec swietokrzyski_3_E64S_IS600e,2018,10392217,197.85.154.202,"19.01.3856 , 19.1.3856",8/24/2023 12:07:43 PM,Verbindung ok
SZC,1166,1166_SZC_WaLcz_3_E64S_IS600e,2017,10347286,197.67.130.202,"22.01.3879 , 22.1.3879",8/24/2023 12:07:43 PM,Verbindung ok
WAR,2175,2175_WAR_Warszawa_5_E3S_WTouch,2022,10474865,197.90.162.202:8323/https://wiesheu-top.local,"21.8.0-1146 , 21.3.1",8/24/2023 8:52:46 AM,Verbindung ok
BYD,2065,2065_BYD_ILawa_2_E3L_WTouch,2022,10480311,197.89.82.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:14:58 AM,Verbindung ok
WAR,1618,1618_WAR_Ciechanow_4_E64L_IS600e,2017,10354851,197.77.242.203,"22.01.3879 , 22.1.3879",8/24/2023 12:48:50 PM,Verbindung ok
SZC,1840,1840_SZC_Miedzyzdroje_1_E3S_WTouch,2021,10452631,197.82.226.200:8323/https://wiesheu-top.local,"22.8.0-1572 , 22.3.1",8/24/2023 8:52:47 AM,Seriennummer falsch
WAR,1867,1867_WAR_Warszawa_3_E64S_IS600e,2017,10345070,197.83.18.202,"18.04.3839 , 18.4.3839",8/24/2023 12:07:43 PM,Verbindung ok
LOD,1659,1659_LOD_Lodz_3_E64S_IS600e,2020,10429986,197.87.90.202,"19.01.3856 , 19.1.3856",8/24/2023 12:07:43 PM,Verbindung ok
SZC,2128,2128_SZC_Koszalin (Stare Bielice)_2_E3L_WTouch,2023,10493822,197.91.66.200:8323/https://wiesheu-bottom.local,"21.8.0-1146 , 21.3.1",8/24/2023 11:14:58 AM,Verbindung ok
GDA,1706,1706_GDA_Rumia_1_E3S_WTouch,2021,10442775,197.80.42.200:8323/https://wiesheu-top.local,"20.4.0-653 , 19.2.17",8/24/2023 8:57:47 AM,Verbindung ok
POZ,1233,1233_POZ_Sulechow_3_E64S_IS600e,2018,10373623,197.68.194.202,"19.01.3856 , 19.1.3856",8/24/2023 12:07:43 PM,Verbindung ok
SZC,1322,1322_SZC_Goleniow_2_E3L_WTouch,2021,10441668,197.70.162.200:8323/https://wiesheu-bottom.local,"21.2.0-811 , 19.2.17",8/24/2023 11:14:58 AM,Verbindung ok
KRA,1355,1355_KRA_Krakow_2_E64L_IS600e,2018,10372374,197.71.90.201,"18.04.3839 , 18.4.3839",8/24/2023 12:48:50 PM,Verbindung ok
